"id","jira_parent_id","candidate_id","project_id","ticket_number","interview_number","interview_type","interview_technology","interview_language","interview_seniority_level","task_status","task_created_date","interview_date","subjective_readiness","interviewer_comment"
1394,23,6703,195,SPT-14619,4,TECH,Java,RUSSIAN,,DONE,"2022-06-24 04:10:49","2022-06-27 11:00:00",85.0,"Сильные стороны: SQL, Hibernate, 

Слабые стороны: Queue System

"
1395,512,661,853,SPT-14617,2,TECH,Android,ENGLISH,S2,DONE,"2022-06-24 03:29:07","2022-06-21 12:00:00",90.0,"Сильные стороны:
В данном случае практически при полном отсутствии информации
о возможных задачах проводилась оценка способности решать
стандартные алгоритмические задачи, часто встречающиеся на техинтервью с подобного рода условиями. В целом, уровень показан хороший, все задачи были решены, пускай и не самыми оптимальными путями
Слабые стороны:
Не всегда находил оптимальные решения и алгоритмы
"
1396,528,3205,35,SPT-14615,2,TECH,React,RUSSIAN,M3,DONE,"2022-06-24 03:22:00","2022-06-27 12:00:00",85.0,"Сильные стороны: Богатый практический опыт и глубокие познания технологий, уверенные рассуждения на различные темы

Слабые стороны: Пробелы и небольшая путаница, преимущественно в терминах

"
1397,347,3218,935,SPT-14614,3,TECH,SystemAdministrator,RUSSIAN,J3,DONE,"2022-06-24 03:19:04","2022-06-24 09:00:00",90.0,"Сильные стороны:
быстро учится

Слабые стороны:
нужна практика
"
1398,410,,371,SPT-14612,2,TECH,React,ENGLISH,M3,DONE,"2022-06-23 15:05:45","2022-06-28 13:30:00",90.0,"Сильные стороны: Активно и исчерпывающе рассказывает о различных темах, показывает глубокий практический опыт работы

Слабые стороны: Изначально можно отвечать на вопрос немного короче и по существу, а дальше спрашивать у интервьюера куда стоит углубиться"
1399,389,,,SPT-14611,2,TECH,Java,ENGLISH,M3,DONE,"2022-06-23 14:53:12","2022-06-28 15:00:00",85.0,"Сильные стороны: общительный, хорошо рассказывает про опыт. Достаточно 

Слабые стороны: --

"
1400,499,2899,,SPT-14610,3,TECH,dotNET,RUSSIAN,J3,DONE,"2022-06-23 14:47:43","2022-06-27 10:00:00",30.0,"Сильные стороны:
Есть хорошие знания по общей концепции облачных технологий, подходов, типов облачных сервисов. Есть базовые практические и теоретические знания по Azure Service Bus, Azure Functions, Azure KeyVault
Слабые стороны:
Нужно изучить основые-ключевые сервисы Azure  (App Service, Container Instances, Azure Monitor, CosmosDB, Azure CDN,  Active Directory etc) , их возможности, основные понятия. 

Во время интервью дал рекомендации по изучению и ответил на вопросы, с которыми кандидат был нез наком. 
"
1401,403,,1157,SPT-14609,4,TECH,Java,RUSSIAN,M1,DONE,"2022-06-23 14:35:08","2022-06-28 12:00:00",80.0,"Сильные стороны:
Хорошая теория, умение рассуждать
Слабые стороны:
Некоторые темы требуют повторения
"
1402,456,,,SPT-14608,2,TECH,Python,ENGLISH,M3,DONE,"2022-06-23 11:29:53","2022-06-24 08:00:00",90.0,"Сильные стороны: в целом соответствует уровню вакансии S, имеет опыт веб разработки, уверенно ответил на вопросы от заказчика

Слабые стороны: есть пробелы в знаниях Python basics (см. ниже)

"
1403,555,,192,SPT-14606,3,TECH,ExtJs,ENGLISH,J1,DONE,"2022-06-23 14:09:52","2022-06-27 11:00:00",90.0,"Сильные стороны:

Знает основные архитектурные особенности библиотеки, stores, ViewModel, ViewController. Умеет работать с дефолтными ивентами.

Слабые стороны:

Сказывается отсутствие практического опыта.
Основные моменты, на которые стоит обратить внимание:

1. Ext.ComponentQuery.query, lookupReference
2. Ext.GlobalEvents / listeners - single, buffer / fireEvent / .on / .un
3. Model - validators (Ext.data.validator.AbstractDate, Ext.data.validator.Bound, Ext.data.validator.Format, Ext.data.validator.Number, Ext.data.validator.List, Ext.data.validator.Presence)
4. Store Proxy - read, create, update, destroy / reader, writer
5. Store - insert / getById / getAt / store.load({ paramName: paramValue })
6. Formulas - get, set"
1404,482,4807,1138,SPT-14605,2,TECH,React,ENGLISH,M2,DONE,"2022-06-23 11:01:09","2022-06-24 06:00:00",94.0,"Сильные стороны:
JSX
Reconciliation
React Components
React Optimization
React lazy
Testing 
React app router
Server Interaction
Promise static methods
How to check if variable is an Array?
How clone obj deeply?
What is immutability?
What is middleware?
What hooks rules?
Provide an example of custom hook usage
What is the difference between useMemo and useCallback?
React render prop
JS Closure
Lexical Environment
JS Context (this)
Hoisting

Слабые стороны:
Uncontrolled Component
React router hooks
Unhandled Error Rejections 
"
1405,390,1687,1157,SPT-14604,2,TECH,Java,RUSSIAN,J3,CANCEL,"2022-06-23 13:58:06","2022-06-27 12:00:00",,"Сильные стороны:

Слабые стороны:

"
1406,293,11949,,SPT-14603,2,TECH,React,ENGLISH,M2,DONE,"2022-06-23 10:56:24","2022-06-27 10:00:00",80.0,"Good knowledge of React and JS. Candidate ready for interview. 
Recomended read more about JS (Array methods, this, descriptors).
Practice in solving algorithms. 

"
1407,279,3790,,SPT-14602,2,TECH,DevOps,ENGLISH,M2,CANCEL,"2022-06-23 10:25:49","2022-06-27 08:00:00",,"Сильные стороны:

Слабые стороны:

"
1408,498,3938,1326,SPT-14601,2,TECH,QAManual,RUSSIAN,J1,DONE,"2022-06-23 10:18:16","2022-06-24 08:00:00",91.0,"Сильные стороны: Хорошая теоретическая подготовка, умение привести примеры где теория применялась на практике.

Слабые стороны: Можно говорить немного медленнее, чтобы не создавалось впечатления что это заученное на изусть.

"
1409,283,,954,SPT-14600,2,TECH,Angular,ENGLISH,,DONE,"2022-06-23 10:18:04","2022-06-27 07:30:00",40.0,"Сильные стороны: англ и JS

Слабые стороны: ответы на не сильно типичные вопросы и ответы об опыте, немного теряется в задачах

"
